County,Stabr,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino
Montgomery County,NC,1.1,1.6,19.0,15.6,0.1,1.8,76.4,62.9
Montgomery County,NY,0.6,0.9,3.3,15.0,0.1,2.1,93.0,80.2
Montgomery County,OH,0.3,2.3,21.5,3.3,0.1,2.9,73.0,70.3
Montgomery County,PA,0.2,8.1,10.0,5.4,0.1,2.3,79.4,75.0
Montgomery County,TN,0.7,2.3,21.3,10.2,0.4,4.8,70.4,62.3
Montgomery County,TX,1.0,3.3,5.9,25.2,0.1,1.9,87.9,64.4
Montgomery County,VA,0.3,6.3,4.3,3.5,0.1,2.5,86.5,83.6
Montmorency County,MI,0.8,0.3,0.6,1.4,0.0,1.7,96.6,95.4
Montour County,PA,0.2,3.4,1.8,2.9,0.0,1.3,93.2,90.8
Montrose County,CO,1.9,0.8,0.8,20.9,0.2,2.0,94.3,75.8
Moody County,SD,13.8,2.1,1.4,4.6,-1.0,3.4,79.4,76.6
Moore County,NC,1.0,1.6,12.0,7.1,0.2,2.1,83.1,77.0
Moore County,TN,0.3,1.9,2.5,1.8,0.0,1.3,94.0,92.5
Moore County,TX,1.8,6.2,4.2,57.3,0.2,1.4,86.2,31.4
Mora County,NM,3.2,0.6,1.1,81.2,0.0,1.9,93.2,16.9
Morehouse Parish,LA,0.2,0.5,47.9,1.5,0.1,1.3,50.1,49.0
Morgan County,AL,1.1,0.7,13.1,8.7,0.1,2.2,82.8,75.1
Morgan County,CO,1.9,0.8,4.2,36.5,0.4,1.5,91.1,57.5
Morgan County,GA,0.7,0.7,21.8,3.2,0.0,1.6,75.2,72.9
Morgan County,IL,0.4,0.8,6.9,2.7,0.1,1.9,89.9,87.8
Morgan County,IN,0.4,0.7,0.5,1.7,0.0,1.2,97.1,95.7
Morgan County,KY,0.3,0.7,4.8,1.0,0.0,1.0,93.1,92.2
Morgan County,MO,0.9,0.5,0.9,2.4,0.0,1.9,95.8,93.8
Morgan County,OH,0.5,0.2,3.1,1.0,0.0,3.8,92.4,91.8
Morgan County,TN,0.5,0.3,3.7,1.5,0.1,1.5,94.0,92.8
Morgan County,UT,0.4,0.6,0.5,3.2,0.2,1.1,97.2,94.4
Morgan County,WV,0.4,0.4,0.9,1.7,0.0,1.8,96.5,95.1
Morrill County,NE,1.6,0.8,0.4,15.2,-1.0,1.6,95.6,81.7
Morris County,KS,0.6,0.7,0.6,5.3,0.0,2.1,96.0,91.3
Morris County,NJ,0.3,10.8,3.8,13.9,0.0,1.9,83.1,70.5
Morris County,TX,1.4,0.7,22.2,10.7,0.1,2.8,72.7,63.7
Morrison County,MN,0.4,0.4,0.9,1.9,0.0,1.2,97.1,95.6
Morrow County,OH,0.2,0.4,0.8,1.6,0.0,1.5,97.1,95.7
Morrow County,OR,2.5,0.6,1.1,37.7,0.3,2.6,92.9,58.0
Morton County,KS,2.2,1.7,1.7,22.6,0.2,2.6,91.7,71.6
Morton County,ND,3.8,0.5,1.3,4.1,0.1,2.2,92.2,88.8
Motley County,TX,2.3,0.2,3.0,19.3,0.3,1.0,93.3,76.3
Moultrie County,IL,0.3,0.3,0.8,1.7,0.0,1.1,97.5,96.0
Mountrail County,ND,30.1,0.4,1.8,8.9,0.0,3.2,64.5,58.4
Mower County,MN,0.7,5.3,3.9,12.2,0.5,1.9,87.8,76.7
Muhlenberg County,KY,0.2,0.3,4.9,1.6,0.0,1.3,93.3,91.9
Multnomah County,OR,1.4,8.1,6.0,12.0,0.7,4.7,79.0,69.1
Murray County,GA,1.0,0.5,1.2,15.7,0.3,1.3,95.7,81.8
Murray County,MN,0.5,1.6,0.5,4.4,0.2,1.3,95.8,92.2
Murray County,OK,14.0,0.6,1.7,7.0,0.1,7.3,76.3,70.8
Muscatine County,IA,0.7,1.2,3.0,18.3,0.2,1.6,93.2,76.2
Muscogee County,GA,0.5,2.8,48.0,7.7,0.2,3.2,45.2,39.6
Muskegon County,MI,1.0,0.7,14.0,5.8,0.0,3.1,81.2,76.4
Muskingum County,OH,0.3,0.6,3.8,1.2,0.0,3.0,92.2,91.3
Muskogee County,OK,19.7,0.7,10.9,6.6,0.1,8.8,59.9,55.5
Musselshell County,MT,2.1,1.8,0.8,3.7,0.0,2.7,92.6,89.7
Nacogdoches County,TX,0.9,1.3,18.2,20.0,0.1,1.9,77.6,59.2
Nance County,NE,0.7,0.1,0.5,3.1,0.0,1.4,97.2,94.5
Nantucket County,MA,0.4,2.0,11.3,15.2,0.1,1.9,84.2,71.1
Napa County,CA,1.3,8.9,2.5,34.6,0.4,3.3,83.6,51.8
Nash County,NC,1.0,1.0,41.3,7.4,0.1,1.9,54.7,48.9
Nassau County,FL,0.5,1.0,6.1,4.7,0.1,1.8,90.5,86.6
Nassau County,NY,0.5,10.9,13.1,17.5,0.1,2.0,73.4,58.5
Natchitoches Parish,LA,1.1,0.6,41.3,2.5,0.0,2.4,54.5,52.8
Natrona County,WY,1.5,0.9,1.4,8.7,0.1,2.4,93.7,86.3
Navajo County,AZ,45.7,0.6,1.0,11.5,0.2,2.2,50.4,41.6
Navarro County,TX,1.1,0.8,13.3,28.5,1.7,2.1,81.0,54.7
Nelson County,KY,0.2,0.5,5.1,2.2,0.1,1.8,92.3,90.4
Nelson County,ND,1.8,0.2,0.9,4.6,0.0,2.0,95.0,91.1
Nelson County,VA,0.6,0.8,11.4,4.3,0.0,2.3,85.0,81.6
Nemaha County,KS,0.7,0.3,0.8,2.3,0.1,1.5,96.6,94.8
Nemaha County,NE,0.5,0.7,1.4,2.8,0.1,1.5,95.8,93.4
Neosho County,KS,1.5,0.7,1.3,5.9,0.1,2.5,93.9,89.1
Neshoba County,MS,17.5,0.4,21.3,2.2,0.1,1.9,58.8,57.7
Ness County,KS,1.5,0.2,1.0,10.4,-1.0,1.3,96.0,87.2
Nevada County,AR,0.4,0.5,30.9,4.7,0.0,1.7,66.4,62.3
Nevada County,CA,1.3,1.5,0.6,9.8,0.2,3.1,93.3,84.7
New Castle County,DE,0.5,5.8,26.4,10.4,0.1,2.6,64.6,56.3
New Hanover County,NC,0.6,1.6,13.4,5.8,0.1,2.1,82.2,77.4
New Haven County,CT,0.6,4.3,15.2,19.1,0.1,2.5,77.3,61.6
New Kent County,VA,1.1,1.2,13.9,3.6,0.1,2.9,80.8,77.9
New London County,CT,1.2,4.3,7.0,11.1,0.1,3.8,83.6,75.1
New Madrid County,MO,0.3,0.4,15.9,2.1,0.1,2.0,81.3,79.6
New York County,NY,1.2,12.8,17.8,25.6,0.2,3.4,64.6,47.2
Newaygo County,MI,0.9,0.5,1.2,6.0,0.0,1.8,95.6,90.2
Newberry County,SC,0.8,0.7,30.3,7.8,0.3,1.6,66.3,60.5
Newport County,RI,0.6,2.0,4.4,6.0,0.1,2.8,90.1,85.6
Newport News City,VA,0.3,3.2,41.1,9.0,0.2,5.2,47.9,42.9
Newton County,AR,1.3,0.4,0.5,1.9,0.0,2.6,95.2,93.5
Newton County,GA,0.5,1.2,47.7,6.1,0.1,2.2,48.3,43.9
Newton County,IN,0.6,0.7,1.0,6.9,0.1,1.2,96.4,90.4
Newton County,MO,2.6,1.5,1.0,5.6,1.1,3.3,90.4,85.7
Newton County,MS,5.6,0.5,31.2,2.0,0.0,1.1,61.6,60.3
Newton County,TX,1.0,0.6,19.7,3.9,0.0,2.0,76.7,73.3
Nez Perce County,ID,6.0,0.8,0.5,4.0,0.1,2.7,89.8,86.8
Niagara County,NY,1.2,1.1,7.4,3.3,0.1,2.7,87.5,84.9
Nicholas County,KY,0.2,0.3,0.9,2.4,-1.0,1.0,97.7,95.5
Nicholas County,WV,0.4,0.4,0.6,0.8,0.0,1.2,97.5,96.7
Nicollet County,MN,0.6,1.6,3.9,4.9,0.0,1.7,92.2,87.9
Niobrara County,WY,1.1,0.5,0.9,4.0,-1.0,2.8,94.7,91.4
Noble County,IN,0.4,0.5,1.2,10.5,0.1,1.3,96.5,86.6
Noble County,OH,0.4,0.3,2.8,0.7,0.0,1.1,95.5,94.9
Noble County,OK,9.5,0.6,1.9,4.1,0.1,5.1,82.7,80.2
Nobles County,MN,1.3,7.2,4.8,29.4,0.1,1.6,85.0,57.7
Nodaway County,MO,0.4,1.5,3.0,1.8,0.0,1.1,94.0,92.4
Nolan County,TX,1.3,0.8,5.2,39.1,0.1,2.1,90.5,54.1
Nome Census Area,AK,75.3,1.5,0.9,2.9,0.2,6.5,15.7,14.9
Norfolk County,MA,0.2,12.0,8.0,5.0,0.1,2.1,77.6,73.8
Norfolk City,VA,0.4,3.7,41.1,8.0,0.1,4.7,47.0,43.4
Norman County,MN,2.3,0.7,0.9,5.1,0.1,2.7,93.2,89.2
North Slope Borough,AK,53.2,5.5,1.6,4.3,1.8,5.3,32.7,30.9
Northampton County,NC,0.7,0.3,57.2,2.6,0.0,1.4,40.4,38.8
Northampton County,PA,0.4,3.1,7.2,14.2,0.1,2.4,86.8,75.4
Northampton County,VA,0.4,1.0,33.7,9.5,0.2,1.9,62.7,54.3
Northumberland County,PA,0.3,0.5,3.0,3.9,0.0,1.4,94.8,91.7
Northumberland County,VA,0.2,0.5,25.0,3.8,0.1,1.8,72.4,69.2
Northwest Arctic Borough,AK,79.6,1.0,1.8,3.7,0.2,5.7,11.7,10.7
Norton County,KS,0.4,0.7,3.6,5.5,0.0,1.8,93.5,88.3
Norton City,VA,0.4,1.8,5.9,3.8,0.0,2.2,89.7,86.0
Nottoway County,VA,0.8,0.6,39.3,4.8,0.1,1.7,57.5,54.1
Nowata County,OK,19.7,0.2,2.4,3.3,0.0,9.8,68.0,66.0
Noxubee County,MS,0.3,0.3,71.8,1.5,0.0,0.8,26.7,25.8
Nuckolls County,NE,0.6,1.4,0.3,3.0,-1.0,1.4,96.4,93.8
Nueces County,TX,0.9,2.2,4.3,64.5,0.1,1.6,90.9,28.7
Nye County,NV,1.9,1.9,3.7,15.3,0.6,3.4,88.5,75.1
O'Brien County,IA,0.4,0.8,1.5,5.3,0.0,1.0,96.2,91.7
Oakland County,MI,0.3,8.2,13.9,4.3,0.0,2.3,75.3,71.5
Obion County,TN,0.4,0.4,10.8,4.8,0.1,1.6,86.6,82.4
Ocean County,NJ,0.3,1.9,3.6,9.5,0.0,1.4,92.7,84.3
Oceana County,MI,1.5,0.3,1.3,15.1,0.0,1.8,95.0,81.3
Ochiltree County,TX,1.8,0.7,1.4,55.4,0.1,1.5,94.6,41.8
Oconee County,GA,0.3,4.2,5.2,5.7,0.1,2.0,88.2,83.7
Oconee County,SC,0.4,0.9,7.6,5.8,0.0,1.9,89.3,84.1
Oconto County,WI,1.6,0.5,0.5,1.9,0.0,1.3,96.1,94.6
Ogemaw County,MI,1.0,0.6,0.4,2.3,0.0,1.6,96.3,94.3
Ogle County,IL,0.4,0.7,1.3,10.5,0.1,1.5,96.1,86.3
Oglethorpe County,GA,0.4,1.0,17.3,5.0,0.0,1.8,79.4,75.2
Ohio County,IN,0.3,0.4,0.6,1.7,0.0,1.1,97.6,96.1
Ohio County,KY,0.3,0.3,1.5,3.5,0.0,1.0,96.8,94.0
Ohio County,WV,0.2,0.8,3.7,1.3,0.0,2.3,93.0,92.0
Okaloosa County,FL,0.7,3.2,10.5,9.7,0.2,4.4,81.1,73.0
Okanogan County,WA,13.2,1.3,0.9,20.7,0.3,3.1,81.2,64.3
Okeechobee County,FL,1.5,1.0,9.0,26.0,0.1,1.5,86.9,62.5
Okfuskee County,OK,22.0,0.4,7.2,4.0,0.2,6.8,63.4,61.0
Oklahoma County,OK,4.4,3.6,15.8,17.9,0.1,5.4,70.6,55.5
Okmulgee County,OK,17.5,0.5,8.2,4.4,0.1,8.9,64.9,62.0
Oktibbeha County,MS,0.3,3.3,37.6,1.7,0.1,1.3,57.5,56.2
Oldham County,KY,0.4,1.7,4.4,4.0,0.1,1.8,91.6,88.2
Oldham County,TX,1.3,1.4,3.7,17.1,0.0,2.3,91.2,75.9
Oliver County,ND,3.1,0.3,0.4,2.0,-1.0,1.1,95.2,93.3
Olmsted County,MN,0.4,6.6,6.9,5.2,0.1,2.5,83.6,79.1
Oneida County,ID,0.6,0.6,0.4,4.4,0.1,0.9,97.4,93.5
Oneida County,NY,0.4,4.1,7.1,6.2,0.1,2.3,86.0,81.3
Oneida County,WI,1.2,0.6,0.7,1.7,0.0,1.7,95.8,94.5
Onondaga County,NY,0.9,3.9,12.0,5.2,0.1,3.2,80.0,76.5
Onslow County,NC,0.9,2.2,15.8,12.9,0.3,4.6,76.2,65.7
Ontario County,NY,0.4,1.4,2.8,5.1,0.0,1.9,93.5,89.5
Ontonagon County,MI,1.5,0.6,0.3,1.6,0.0,1.6,96.0,94.6
Orange County,CA,1.0,21.7,2.1,34.0,0.4,3.6,71.1,39.8
Orange County,FL,0.6,5.7,22.8,32.7,0.2,2.8,68.0,39.4
Orange County,IN,0.4,0.4,1.7,1.8,0.0,1.3,96.1,94.5
Orange County,NC,0.6,8.1,11.8,8.6,0.1,2.6,76.9,69.5
Orange County,NY,0.9,3.0,13.2,21.6,0.1,3.0,79.8,62.7
Orange County,TX,0.8,1.2,8.8,8.5,0.1,1.7,87.4,79.8
Orange County,VA,0.5,1.1,13.3,5.6,0.1,2.8,82.2,77.6
Orange County,VT,0.4,0.6,0.7,1.4,0.0,1.5,96.9,95.6
Orangeburg County,SC,0.7,0.9,62.1,2.4,0.0,1.5,34.8,33.3
Oregon County,MO,1.5,0.3,0.4,1.9,0.1,2.3,95.4,93.8
Orleans County,NY,0.8,0.6,6.4,5.1,0.1,2.1,90.1,86.3
Orleans County,VT,0.6,0.5,0.8,1.7,0.0,2.0,96.1,94.7
Orleans Parish,LA,0.3,2.9,60.1,5.5,0.1,1.7,34.9,30.9
Osage County,KS,0.7,0.5,0.7,3.5,0.1,2.1,96.0,93.1
Osage County,MO,0.4,0.2,0.4,0.9,0.1,0.8,98.2,97.4
Osage County,OK,15.0,0.4,11.4,3.8,0.0,7.5,65.6,63.1
Osborne County,KS,0.9,1.2,0.5,2.3,-1.0,1.5,95.9,94.0
Osceola County,FL,0.8,2.9,14.1,55.8,0.2,2.9,79.1,30.1
Osceola County,IA,0.6,0.9,1.0,8.5,0.2,1.4,95.9,88.0
Osceola County,MI,0.7,0.3,0.8,2.3,0.1,2.0,96.1,94.2
Oscoda County,MI,1.0,0.2,0.5,1.8,0.0,1.5,96.7,95.1
Oswego County,NY,0.5,0.7,1.2,2.7,0.0,1.6,95.9,93.7
Otero County,CO,3.8,0.9,1.7,42.2,0.2,3.1,90.3,53.6
Otero County,NM,8.3,1.6,4.2,38.6,0.3,3.1,82.7,48.3
Otoe County,NE,0.7,0.7,1.0,8.6,0.1,1.6,95.8,88.0
Otsego County,MI,0.9,0.7,0.6,1.9,0.1,1.9,95.9,94.2
Otsego County,NY,0.3,1.5,2.5,3.8,0.1,1.6,94.0,91.0
Ottawa County,KS,0.7,0.4,1.2,2.7,-1.0,1.5,96.2,94.0
Ottawa County,MI,0.6,3.0,1.9,10.2,0.1,2.0,92.6,83.4
Ottawa County,OH,0.2,0.4,1.0,5.1,0.0,1.4,97.0,92.3
Ottawa County,OK,20.3,0.7,1.2,5.9,0.9,8.0,68.9,64.7
Otter Tail County,MN,0.8,0.6,1.7,3.7,0.1,1.5,95.3,92.2
Ouachita County,AR,0.5,0.5,40.1,2.6,0.0,2.3,56.5,54.7
Ouachita Parish,LA,0.3,1.0,37.7,2.2,0.0,1.3,59.6,57.9
Ouray County,CO,0.8,0.8,0.1,6.5,0.2,2.1,96.0,90.2
Outagamie County,WI,1.9,3.7,1.5,4.6,0.1,1.8,91.0,87.1
Overton County,TN,0.4,0.4,0.7,1.7,0.0,1.2,97.3,95.8
Owen County,IN,0.4,0.6,0.5,1.3,0.0,1.3,97.2,95.9
Owen County,KY,0.3,0.2,1.2,2.7,0.0,1.1,97.2,94.8
Owsley County,KY,0.5,0.1,0.5,1.7,0.1,1.0,97.8,96.2
Owyhee County,ID,4.5,0.8,0.9,25.8,0.2,2.0,91.6,68.9
Oxford County,ME,0.5,0.8,0.7,1.5,0.0,1.7,96.3,95.0
Ozark County,MO,1.1,0.2,0.2,2.0,-1.0,2.0,96.4,94.9
Ozaukee County,WI,0.3,2.6,1.7,3.1,0.0,1.5,93.8,91.0
Pacific County,WA,2.8,2.1,1.1,10.1,0.2,3.8,90.0,81.7
Page County,IA,0.8,0.9,2.9,3.7,0.1,1.6,93.8,90.6
Page County,VA,0.3,0.5,2.2,2.2,0.0,1.4,95.5,93.6
Palm Beach County,FL,0.6,2.9,19.8,23.4,0.1,1.9,74.6,53.5
Palo Alto County,IA,0.5,0.9,2.1,3.1,0.1,1.3,95.1,92.6
Palo Pinto County,TX,1.1,1.0,2.5,20.2,0.1,1.8,93.4,74.6
Pamlico County,NC,0.8,0.6,18.9,4.3,0.2,1.8,77.6,74.2
Panola County,MS,0.3,0.2,50.1,2.2,0.0,1.2,48.2,46.6
Panola County,TX,0.8,0.9,15.7,9.1,0.1,2.0,80.6,72.8
Park County,CO,1.2,0.9,0.9,6.4,0.1,2.4,94.4,89.1
Park County,MT,1.2,0.4,0.4,3.3,0.0,2.2,95.7,93.0
Park County,WY,0.9,0.8,0.8,5.5,0.1,1.5,95.9,91.0
Parke County,IN,0.5,0.2,2.7,1.8,0.0,0.9,95.7,94.2
Parker County,TX,0.9,0.7,1.7,13.0,0.1,1.8,94.8,82.6
Parmer County,TX,1.7,1.0,1.8,64.7,0.4,1.3,94.0,32.9
Pasco County,FL,0.5,2.8,6.7,16.5,0.1,2.4,87.5,72.7
Pasquotank County,NC,0.6,1.6,36.6,5.8,0.1,2.6,58.5,54.3
Passaic County,NJ,1.5,5.7,14.9,42.9,0.2,2.8,74.9,40.3
Patrick County,VA,0.6,0.3,5.3,3.2,0.1,1.3,92.5,89.7
Paulding County,GA,0.4,1.2,21.9,7.1,0.1,2.4,74.0,68.4
Paulding County,OH,0.5,0.4,1.2,4.9,0.0,1.6,96.3,92.3
Pawnee County,KS,1.0,0.5,5.7,7.3,0.1,2.3,90.3,84.2
Pawnee County,NE,0.2,0.2,0.6,1.9,-1.0,1.8,97.2,95.3
Pawnee County,OK,13.9,0.5,0.9,3.2,0.1,6.4,78.2,76.0
Payette County,ID,1.8,1.0,0.5,17.5,0.1,2.7,93.9,78.1
Payne County,OK,5.4,4.7,3.9,4.8,0.1,5.6,80.4,76.6
Peach County,GA,0.5,1.1,44.4,8.4,0.1,2.0,51.9,44.7
Pearl River County,MS,0.7,0.4,12.3,3.3,0.1,2.0,84.5,81.7
Pecos County,TX,1.4,1.3,4.5,69.0,0.1,1.2,91.4,24.8
Pembina County,ND,2.1,0.4,0.7,3.4,0.0,3.0,93.8,90.6
Pemiscot County,MO,0.5,0.5,26.1,2.8,0.1,2.3,70.5,68.5
Pend Oreille County,WA,3.7,1.2,0.7,4.1,0.2,3.1,91.1,88.2
Pender County,NC,0.9,0.7,14.7,7.5,0.1,2.1,81.5,75.4
Pendleton County,KY,0.4,0.3,1.0,1.5,0.0,1.3,96.9,95.7
Pendleton County,WV,0.3,0.2,2.1,1.5,0.1,1.4,95.9,94.8
Pennington County,MN,2.1,0.9,1.3,4.1,0.0,2.3,93.4,90.2
Pennington County,SD,10.2,1.2,1.4,5.4,0.1,3.9,83.1,79.8
Penobscot County,ME,1.3,1.2,1.0,1.5,0.0,1.8,94.7,93.4
Peoria County,IL,0.4,4.1,18.8,5.1,0.1,3.1,73.5,69.4
Pepin County,WI,0.4,0.4,0.5,2.2,0.0,1.0,97.7,95.9
Perkins County,NE,0.3,0.2,0.8,4.4,0.1,1.0,97.6,93.9
Perkins County,SD,2.6,0.4,0.5,1.7,0.1,1.4,95.0,93.6
Perquimans County,NC,0.5,0.5,22.7,2.7,0.0,1.7,74.6,72.6
Perry County,AL,0.3,0.6,67.9,1.6,0.1,0.8,30.2,29.1
Perry County,AR,1.0,0.4,2.0,3.1,0.0,2.1,94.5,91.7
Perry County,IL,0.4,0.5,9.1,3.2,0.1,2.0,87.9,85.3
Perry County,IN,0.3,0.5,3.0,1.4,0.1,1.1,95.0,93.8
Perry County,KY,0.3,0.9,1.6,1.1,0.1,1.3,95.8,94.9
Perry County,MO,0.6,0.9,0.7,2.5,0.1,1.1,96.5,94.6
Perry County,MS,0.5,0.2,19.2,1.6,0.1,1.2,78.8,77.5
Perry County,OH,0.4,0.2,0.5,0.9,0.1,1.5,97.3,96.5
Perry County,PA,0.3,0.5,1.2,2.3,0.1,1.2,96.7,95.0
Perry County,TN,0.8,0.8,2.4,2.7,0.0,2.2,93.7,91.4
Pershing County,NV,4.7,1.4,4.6,24.8,0.4,3.3,85.7,64.2
Person County,NC,0.9,0.4,26.8,4.5,0.0,1.9,70.0,66.3
Petersburg Borough,AK,11.3,3.7,1.8,5.8,0.9,7.5,74.7,70.9
Petersburg City,VA,0.2,0.9,76.7,4.9,0.1,2.3,17.5,15.1
Petroleum County,MT,1.2,-1.0,-1.0,2.3,-1.0,2.3,96.5,94.3
Pettis County,MO,0.8,0.9,3.4,8.8,0.4,2.3,92.2,84.5
Phelps County,MO,0.9,3.7,2.2,2.8,0.1,2.4,90.7,88.6
Phelps County,NE,0.8,0.5,0.4,5.8,0.0,1.3,97.0,91.8
Philadelphia County,PA,0.9,7.8,43.6,15.2,0.2,2.8,44.8,34.3
Phillips County,AR,0.4,0.4,62.3,2.0,0.0,1.4,35.4,34.4
Phillips County,CO,1.2,0.5,1.1,20.0,0.1,1.0,96.1,77.3
Phillips County,KS,0.7,1.0,0.4,3.3,-1.0,1.4,96.5,93.7
Phillips County,MT,9.6,0.3,0.3,3.8,0.0,4.5,85.4,82.7
Piatt County,IL,0.2,0.5,0.7,1.5,0.1,1.2,97.3,95.9
Pickaway County,OH,0.3,0.5,3.9,1.5,0.0,1.6,93.6,92.4
Pickens County,AL,0.3,0.3,40.0,5.2,0.4,1.1,58.0,53.6
Pickens County,GA,0.5,0.8,1.3,3.2,0.1,1.4,96.0,93.3
Pickens County,SC,0.3,2.0,7.2,3.9,0.0,1.9,88.6,85.2
Pickett County,TN,0.3,0.1,0.3,2.3,0.1,0.9,98.2,96.2
Pierce County,GA,0.9,0.6,8.8,5.1,0.1,1.6,88.0,83.8
Pierce County,ND,5.2,0.2,0.9,2.0,0.0,1.5,92.2,90.7
Pierce County,NE,0.5,0.3,0.6,2.3,0.0,1.0,97.5,95.6
Pierce County,WA,1.8,7.1,7.7,11.4,1.8,7.4,74.3,65.7
Pierce County,WI,0.5,1.2,0.9,2.3,0.0,1.6,95.7,93.8
Pike County,AL,0.7,1.9,37.8,2.4,0.1,2.0,57.5,55.8
Pike County,AR,1.2,0.8,3.5,6.6,0.0,2.0,92.5,87.0
Pike County,GA,0.3,0.5,9.2,1.8,0.0,1.5,88.5,87.1
Pike County,IL,0.2,0.3,1.5,1.4,0.0,0.9,97.0,95.8
Pike County,IN,0.4,0.7,0.7,1.6,0.1,0.8,97.3,96.1
Pike County,KY,0.1,0.5,0.8,1.0,0.0,0.8,97.7,96.8
Pike County,MO,0.3,0.4,7.8,2.3,0.0,1.6,90.0,87.9
Pike County,MS,0.4,0.7,54.1,1.6,0.0,0.9,43.8,42.8
Pike County,OH,0.6,0.3,1.2,1.1,0.1,2.0,95.8,95.0
Pike County,PA,0.5,1.6,6.5,11.6,0.0,2.0,89.4,79.6
Pima County,AZ,4.4,3.3,4.2,37.8,0.2,3.0,84.8,51.2
Pinal County,AZ,6.6,1.9,5.4,30.7,0.4,3.0,82.7,56.1
Pine County,MN,3.4,0.8,2.3,3.0,0.0,2.1,91.4,89.0
Pinellas County,FL,0.4,3.6,11.1,10.2,0.1,2.3,82.5,73.6
Pipestone County,MN,2.4,1.2,1.9,7.6,-1.0,2.4,92.2,86.7
Piscataquis County,ME,0.7,1.1,0.6,1.5,0.0,1.7,95.9,94.7
Pitkin County,CO,0.5,2.0,1.1,10.5,0.1,1.7,94.6,84.9
Pitt County,NC,0.5,2.1,35.9,6.5,0.1,2.2,59.1,54.1
Pittsburg County,OK,15.5,0.5,3.2,5.3,0.1,8.0,72.7,69.2
Pittsylvania County,VA,0.3,0.5,21.5,2.8,0.0,1.4,76.2,73.9
Piute County,UT,1.2,0.4,0.3,8.0,0.2,1.6,96.3,89.5
Placer County,CA,1.1,8.2,1.9,14.4,0.3,4.6,83.9,71.5
Plaquemines Parish,LA,1.9,4.3,21.3,7.9,0.2,3.0,69.4,63.1
Platte County,MO,0.6,2.9,7.6,6.3,0.5,2.6,85.7,80.2
Platte County,NE,1.4,1.1,1.3,20.4,0.2,1.2,94.9,76.7
Platte County,WY,1.1,0.8,0.6,8.4,0.1,1.9,95.5,87.8
Pleasants County,WV,0.3,0.2,1.7,0.9,-1.0,1.4,96.4,95.6
Plumas County,CA,3.2,1.1,1.1,9.3,0.2,4.0,90.5,83.1
Plymouth County,IA,1.1,0.7,1.6,5.9,0.3,1.3,95.1,90.2
Plymouth County,MA,0.3,1.6,11.7,4.2,0.1,2.0,84.2,81.1
Pocahontas County,IA,0.6,0.6,1.1,4.1,0.4,1.5,95.8,92.5
Pocahontas County,WV,0.3,0.2,1.4,1.7,-1.0,1.5,96.6,95.1
Poinsett County,AR,0.4,0.3,8.3,3.3,0.0,1.8,89.1,86.2
Pointe Coupee Parish,LA,0.3,0.3,35.5,2.8,0.0,1.2,62.6,60.4
Polk County,AR,2.1,1.0,0.6,6.6,0.1,2.5,93.8,87.8
Polk County,FL,0.7,1.9,16.2,24.6,0.1,2.3,78.8,56.9
Polk County,GA,0.9,0.8,12.8,13.6,0.2,1.9,83.4,71.6
Polk County,IA,0.4,5.0,7.2,8.7,0.1,2.5,84.9,77.0
Polk County,MN,1.9,1.0,3.1,6.6,0.0,2.3,91.7,86.1
Polk County,MO,0.8,0.9,1.0,2.5,0.0,1.8,95.5,93.4
Polk County,NC,0.6,0.8,4.2,5.9,0.0,1.5,92.8,87.7
Polk County,NE,0.8,0.2,0.4,6.2,0.1,1.2,97.3,92.0
Polk County,OR,2.5,2.1,1.1,14.5,0.5,4.0,89.9,77.3
Polk County,TN,0.6,0.4,0.7,2.3,0.1,1.8,96.4,94.7
Polk County,TX,2.3,0.8,10.1,15.5,0.1,1.7,85.0,70.9
Polk County,WI,1.1,0.6,0.5,1.9,0.0,1.4,96.4,94.9
Pondera County,MT,14.7,0.7,0.4,2.2,0.1,2.5,81.6,80.5
Pontotoc County,MS,0.6,0.4,15.6,7.3,0.1,1.5,81.8,75.9
Pontotoc County,OK,19.6,1.0,2.4,5.5,0.0,8.4,68.6,64.9
Pope County,AR,1.0,1.2,3.3,9.6,0.1,2.3,92.1,83.4
Pope County,IL,0.7,0.4,5.4,1.7,0.1,1.3,92.1,90.5
Pope County,MN,0.5,0.6,0.5,2.0,0.0,1.3,97.0,95.5
Poquoson City,VA,0.1,2.5,1.1,2.8,0.0,2.1,93.9,91.4
Portage County,OH,0.2,2.1,4.8,2.0,0.0,2.1,90.8,89.2
Portage County,WI,0.5,3.1,1.0,3.4,0.0,1.5,93.8,90.9
Porter County,IN,0.4,1.6,4.4,10.4,0.0,1.7,91.9,82.3
Portsmouth City,VA,0.4,1.4,52.9,4.5,0.3,3.6,39.8,37.7
Posey County,IN,0.3,0.7,1.1,1.2,0.0,1.2,96.8,95.7
Pottawatomie County,KS,0.9,1.0,1.2,5.1,0.1,2.5,94.3,90.0
Pottawatomie County,OK,13.8,0.7,3.1,5.4,0.1,6.9,75.4,71.9
Pottawattamie County,IA,0.8,0.9,1.8,7.9,0.1,2.0,94.5,87.3
